point_id,building_id,last_updated,first_updated,point_name,point_description,tagged_units,point_value,point_type,point_type_id,measurement_id,equip_id,building_name,equip_count,point_count,sq_ft,borough,building_type,equip_type_abbr,equip_type_name,equip_tags,county
217184,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Steam Pressure,611 Academy Street Boiler Steam Pressure,psi,0.0,Steam Pressure,175,3,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217183,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Outside Air Enable Status,611 Academy Street Boiler Outside Air Enable Status,on/off,0.0,Status,121,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217182,317,2020-01-01 04:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Outdoor Air Temperature,611 Academy Street Boiler Outdoor Air Temperature,f,43.97,Outside Air Temperature,76,1,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217181,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Indoor Air Enable Status,611 Academy Street Boiler Indoor Air Enable Status,on/off,0.0,Status,121,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217180,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Hot Water Coil Temperature,611 Academy Street Boiler Hot Water Coil Temperature,f,157.81,Hot Water Supply Temperature,88,1,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217179,317,2020-01-01 04:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Flame Status,611 Academy Street Boiler Flame Status,on/off,false,Status,121,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217178,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Domestic Hot Water Temperature,611 Academy Street Boiler Domestic Hot Water Temperature,f,131.57,Hot Water Supply Temperature,88,1,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217177,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Condensate Return Temperature Setpoint,611 Academy Street Boiler Condensate Return Temperature Setpoint,f,180.0,Condenser Water Return Temperature Setpoint,389,1,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217176,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Condensate Return Temperature,611 Academy Street Boiler Condensate Return Temperature,f,99.42,Condenser Water Return Temperature,388,1,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217175,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Bypass Status,611 Academy Street Boiler Bypass Status,on/off,0.0,Status,121,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217174,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Bypass Command,611 Academy Street Boiler Bypass Command,on/off,0.0,Command,166,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217173,317,2020-08-31 23:07:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Boiler Status,611 Academy Street Boiler Boiler Status,on/off,0.0,Status,121,11,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217172,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Target Building Temperature,611 Academy Street Boiler Target Building Temperature,?,71.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217171,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler System Thermal Lockout,611 Academy Street Boiler System Thermal Lockout,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217170,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Stack Temperature,611 Academy Street Boiler Stack Temperature,?,157.98,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217169,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Season,611 Academy Street Boiler Season,?,1.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217168,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Oil,611 Academy Street Boiler Oil,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217167,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Makeup Water,611 Academy Street Boiler Makeup Water,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217166,317,2020-08-31 23:07:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Gas,611 Academy Street Boiler Gas,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217165,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Effective Building Temperature,611 Academy Street Boiler Effective Building Temperature,?,80.00,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217164,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Cycle,611 Academy Street Boiler Cycle,?,1.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217163,317,2020-08-31 23:12:37+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Call for Hot Water,611 Academy Street Boiler Call for Hot Water,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217162,317,2020-08-31 23:00:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Call for Heat,611 Academy Street Boiler Call for Heat,?,0.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217161,317,2020-08-31 23:53:29+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Aquastat Temperature,611 Academy Street Boiler Aquastat Temperature,?,175.55,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217160,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Boiler Aquastat Setpoint,611 Academy Street Boiler Aquastat Setpoint,?,190.0,Virtual,434,18,20946,128286,2,38,35000.0,manhattan,Multifamily,BLR,Boiler,"['boiler', 'hvac']",new york
217159,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E9,611 Academy Street Apartment Sensors Apt E9,f,79.25,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217158,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E7,611 Academy Street Apartment Sensors Apt E7,f,83.75,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217157,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E6,611 Academy Street Apartment Sensors Apt E6,f,78.01,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217156,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E4,611 Academy Street Apartment Sensors Apt E4,f,83.52,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217155,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E2,611 Academy Street Apartment Sensors Apt E2,f,82.17,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217154,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt E1,611 Academy Street Apartment Sensors Apt E1,f,79.69,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217153,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt D9,611 Academy Street Apartment Sensors Apt D9,f,77.22,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217152,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt D3,611 Academy Street Apartment Sensors Apt D3,f,78.01,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217151,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt D2,611 Academy Street Apartment Sensors Apt D2,f,78.80,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
217150,317,2020-08-31 23:45:00+00:00,2019-10-15 04:00:00+00:00,611 Academy Street Apartment Sensors Apt D1,611 Academy Street Apartment Sensors Apt D1,f,79.69,Zone Temperature,77,1,34990,128286,2,38,35000.0,manhattan,Multifamily,SITE,Site Sensors,['site'],new york
284606,375,2020-03-27 22:45:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 9J,,f,70.02,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284605,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 9H,,f,76.66,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284604,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 9D,,f,73.84,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284603,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 9C,,f,73.96,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284602,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 7H,,f,74.63,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284601,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 7D,,f,73.62,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284600,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 7C,,f,77.56,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284599,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 5J,,f,73.39,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284598,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 5D,,f,72.83,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284597,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15J,,f,80.59,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284596,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15H,,f,77.89,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284595,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15G,,f,77.44,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284594,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15F,,f,77.67,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284593,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15E,,f,74.52,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284592,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15D,,f,78.91,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284591,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15C,,f,73.73,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284590,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15B,,f,80.37,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284589,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 15A,,f,77.33,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284588,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14J,,f,78.46,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284587,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14H,,f,76.88,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284586,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14G,,f,78.01,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284585,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14F,,f,77.67,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284584,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14E,,f,76.43,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284583,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14D,,f,76.09,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284582,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14C,,f,76.21,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284581,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14B,,f,78.12,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284580,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 14A,,f,77.11,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284579,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13K,,f,76.66,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284578,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13J,,f,76.32,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284577,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13G,,f,76.66,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284576,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13F,,f,74.86,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284575,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13E,,f,78.12,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284574,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13D,,f,72.05,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284573,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13C,,f,74.52,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284572,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13B,,f,77.33,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284571,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 13A,,f,77.33,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284570,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 12J,,f,73.84,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284569,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 12H,,f,74.75,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284568,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 12D,,f,72.83,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284567,375,2020-05-22 18:00:00+00:00,2020-01-01 05:00:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 11J,,f,79.13,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284566,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 11H,,f,75.87,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284565,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 11D,,f,73.51,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
284564,375,2020-05-22 18:00:00+00:00,2020-03-22 01:15:00+00:00,3400 Fort Independence Street Apartment Sensors Apt 11C,,f,74.75,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227328,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 9J,3400 Fort Independence Apartment Sensors Apt 9J,f,71.59,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227327,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 9H,3400 Fort Independence Apartment Sensors Apt 9H,f,78.34,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227326,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 9D,3400 Fort Independence Apartment Sensors Apt 9D,f,78.68,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227325,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 9C,3400 Fort Independence Apartment Sensors Apt 9C,f,78.80,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227324,375,2019-12-08 02:00:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 7J,3400 Fort Independence Apartment Sensors Apt 7J,f,80.03,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227323,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 7H,3400 Fort Independence Apartment Sensors Apt 7H,f,77,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227322,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 7D,3400 Fort Independence Apartment Sensors Apt 7D,f,78.34,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227321,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 7C,3400 Fort Independence Apartment Sensors Apt 7C,f,81.16,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227320,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 5J,3400 Fort Independence Apartment Sensors Apt 5J,f,75.76,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227319,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 5D,3400 Fort Independence Apartment Sensors Apt 5D,f,80.03,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227317,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15H,3400 Fort Independence Apartment Sensors Apt 15H,f,71.37,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227316,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15G,3400 Fort Independence Apartment Sensors Apt 15G,f,74.52,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227315,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15F,3400 Fort Independence Apartment Sensors Apt 15F,f,74.07,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227314,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15E,3400 Fort Independence Apartment Sensors Apt 15E,f,69.68,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227313,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15D,3400 Fort Independence Apartment Sensors Apt 15D,f,74.86,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227312,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15C,3400 Fort Independence Apartment Sensors Apt 15C,f,71.59,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227311,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15B,3400 Fort Independence Apartment Sensors Apt 15B,f,73.51,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227310,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 15A,3400 Fort Independence Apartment Sensors Apt 15A,f,75.76,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227309,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 14J,3400 Fort Independence Apartment Sensors Apt 14J,f,72.72,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227308,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 14H,3400 Fort Independence Apartment Sensors Apt 14H,f,75.42,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227307,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 14G,3400 Fort Independence Apartment Sensors Apt 14G,f,76.55,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
227306,375,2020-01-01 04:45:00+00:00,2019-05-01 04:00:00+00:00,3400 Fort Independence Apartment Sensors Apt 14F,3400 Fort Independence Apartment Sensors Apt 14F,f,74.41,Zone Temperature,77,1,22331,97789,4,159,232808.0,bronx,Multifamily,SITE,Site Sensors,['site'],bronx
